card_id,card_type,title,short_description,full_description,topics,skills_required,skills_gained,news_category,format,language,location,published_at,updated_at,freshness_timestamp,source_name,source_type,author_name,estimated_read_time_minutes,quality_score,popularity_score,editorial_priority,source_authority,topic_urgency,actionability_relevance,recency_score,breaking_score,novelty_score,integrity_score,status,embedding_vector
news_0060,news,New Ai paper distilled for students,"Lab Chronicle covers ai, design for students who want personally relevant, current news.","New Ai paper distilled for students focuses on ai, design and explains why the update matters now. It is written for students who bring prompt_engineering and can deepen leadership while staying current on fast-moving developments.",ai|design,prompt_engineering,leadership,research_digest,analysis,en,APAC,2026-03-20T23:56:21.002905,2026-03-21T09:22:11.090166,2026-03-21T09:22:11.090166,Lab Chronicle,research_lab,Ai Desk,3,0.9317,0.5448,0.6238,0.97,0.5892,0.4882,0.3943,0.1889,0.6184,0.8728,active,"[0.4983,0.1815,-0.1259,0.2211,-0.1885,-0.5742,-0.0576,0.1849,-0.3589,0.1882,0.0534,-0.2903]"
news_0061,news,Fresh Cybersecurity news with direct student upside,"Global Science Desk covers cybersecurity, policy for students who want personally relevant, current news.","Fresh Cybersecurity news with direct student upside focuses on cybersecurity, policy and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, sql and can deepen python, react while staying current on fast-moving developments.",cybersecurity|policy,critical_thinking|data_literacy|sql,python|react,student_opportunity,explainer,en,EU,2026-03-20T21:03:34.704060,2026-03-21T04:31:05.034365,2026-03-21T04:31:05.034365,Global Science Desk,science_media,Cybersecurity Desk,3,0.9324,0.4596,0.8671,0.96,0.6977,0.8083,0.3283,0.1757,0.4312,0.9425,active,"[0.4161,-0.0784,-0.0131,0.4241,-0.4213,0.0056,0.1377,-0.3852,-0.129,0.5202,0.0915,-0.0154]"
news_0062,news,Mobile policy shift students should track,"Policy Radar covers mobile, research for students who want personally relevant, current news.","Mobile policy shift students should track focuses on mobile, research and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, python and can deepen public_speaking, react while staying current on fast-moving developments.",mobile|research,critical_thinking|data_literacy|python,public_speaking|react,policy_watch,newsletter,en,EU,2026-03-21T00:31:42.924966,2026-03-21T07:54:15.640626,2026-03-21T07:54:15.640626,Policy Radar,government_watch,Mobile Desk,12,0.7536,0.5279,0.6158,0.95,0.4496,0.7244,0.3892,0.4226,0.8561,0.8749,active,"[0.322,0.2356,0.3336,0.1777,-0.5125,0.0615,-0.1402,-0.4301,-0.3324,0.1766,0.2823,0.0747]"
news_0063,news,Design update every student should see today,"Global Science Desk covers design for students who want personally relevant, current news.","Design update every student should see today focuses on design and explains why the update matters now. It is written for students who bring design_thinking, public_speaking and can deepen figma while staying current on fast-moving developments.",design,design_thinking|public_speaking,figma,breaking,briefing,en,APAC,2026-03-20T07:51:32.444392,2026-03-20T13:19:27.953903,2026-03-20T13:19:27.953903,Global Science Desk,science_media,Design Desk,9,0.8791,0.5596,0.7007,0.96,0.3962,0.5531,0.198,0.748,0.6446,0.9089,active,"[0.1298,0.3475,0.178,-0.2912,-0.1007,-0.1647,0.5241,0.5731,-0.0013,0.008,0.2413,0.2177]"
news_0064,news,Mobile research digest with practical takeaways,"Builder Weekly covers mobile for students who want personally relevant, current news.",Mobile research digest with practical takeaways focuses on mobile and explains why the update matters now. It is written for students who bring javascript and can deepen leadership while staying current on fast-moving developments.,mobile,javascript,leadership,research_digest,newsletter,ru,Global,2026-03-21T17:54:14.068631,2026-03-21T21:55:01.319778,2026-03-21T21:55:01.319778,Builder Weekly,company_blog,Mobile Desk,7,0.78,0.5949,0.6628,0.82,0.5138,0.5918,0.6194,0.2339,0.8687,0.8238,active,"[0.4275,0.3351,-0.1001,0.1489,-0.388,-0.2345,-0.2197,-0.1785,-0.192,0.204,-0.509,-0.2226]"
news_0065,news,What the latest Research study means right now,"Policy Radar covers research for students who want personally relevant, current news.","What the latest Research study means right now focuses on research and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, python and can deepen prompt_engineering while staying current on fast-moving developments.",research,critical_thinking|data_literacy|python,prompt_engineering,research_digest,briefing,en,US,2026-03-21T21:32:06.206140,2026-03-22T00:00:10.676350,2026-03-22T00:00:10.676350,Policy Radar,government_watch,Research Desk,8,0.8282,0.6267,0.7512,0.95,0.5243,0.544,0.657,0.2414,0.8397,0.8383,active,"[0.1191,0.1045,0.1203,0.341,-0.6803,0.043,-0.0184,-0.4423,-0.2714,0.0946,0.3166,-0.0261]"
news_0066,news,Policy policy shift students should track,"Global Science Desk covers policy for students who want personally relevant, current news.",Policy policy shift students should track focuses on policy and explains why the update matters now. It is written for students who bring data_literacy and can deepen python while staying current on fast-moving developments.,policy,data_literacy,python,policy_watch,newsletter,en,LATAM,2026-03-21T10:07:53.038847,2026-03-21T15:35:27.180334,2026-03-21T15:35:27.180334,Global Science Desk,science_media,Policy Desk,12,0.8164,0.7188,0.7173,0.96,0.7645,0.8313,0.4767,0.462,0.9638,0.8556,active,"[-0.1377,-0.1722,-0.1202,0.2278,-0.5059,-0.1154,-0.0033,-0.1863,-0.04,0.5519,0.0601,0.5209]"
news_0067,news,Fintech market pulse and hiring signal,"Global Science Desk covers fintech, product for students who want personally relevant, current news.","Fintech market pulse and hiring signal focuses on fintech, product and explains why the update matters now. It is written for students who bring leadership, sql and can deepen data_literacy while staying current on fast-moving developments.",fintech|product,leadership|sql,data_literacy,market_map,live_blog,en,APAC,2026-03-22T04:31:47.115311,2026-03-22T11:29:57.728610,2026-03-22T11:29:57.728610,Global Science Desk,science_media,Fintech Desk,6,0.9068,0.8914,0.6489,0.96,0.5832,0.6193,0.8683,0.2837,0.615,0.8283,active,"[0.0358,-0.1989,0.0554,-0.1222,0.169,-0.4265,-0.6004,0.4167,-0.2847,0.1114,0.1391,0.2895]"
news_0068,news,Fintech alert reshapes student roadmap,"Builder Weekly covers fintech, policy for students who want personally relevant, current news.","Fintech alert reshapes student roadmap focuses on fintech, policy and explains why the update matters now. It is written for students who bring public_speaking and can deepen figma, javascript while staying current on fast-moving developments.",fintech|policy,public_speaking,figma|javascript,breaking,explainer,ru,US,2026-03-22T01:03:52.597361,2026-03-22T05:35:02.531680,2026-03-22T05:35:02.531680,Builder Weekly,company_blog,Fintech Desk,8,0.6588,0.6257,0.7617,0.82,0.7239,0.5806,0.7638,1.0,0.6512,0.7931,active,"[0.2063,0.1482,-0.1333,-0.3009,-0.368,-0.087,0.5296,0.4973,0.2893,0.0824,-0.1028,-0.2353]"
news_0069,news,Climate alert reshapes student roadmap,"Builder Weekly covers climate, cybersecurity, science for students who want personally relevant, current news.","Climate alert reshapes student roadmap focuses on climate, cybersecurity, science and explains why the update matters now. It is written for students who bring sql and can deepen figma, javascript while staying current on fast-moving developments.",climate|cybersecurity|science,sql,figma|javascript,breaking,newsletter,ru,EU,2026-03-20T07:02:02.321767,2026-03-20T17:31:42.654467,2026-03-20T17:31:42.654467,Builder Weekly,company_blog,Climate Desk,12,0.6678,0.4562,0.5528,0.82,0.5669,0.6014,0.2202,0.7702,0.6418,0.851,active,"[0.3584,-0.0055,0.2961,0.0522,-0.3079,-0.1734,-0.2187,0.1462,-0.3355,0.1966,-0.5067,0.4232]"
news_0070,news,Fresh Climate regulation update explained,"Startup Signal covers climate, fintech, robotics for students who want personally relevant, current news.","Fresh Climate regulation update explained focuses on climate, fintech, robotics and explains why the update matters now. It is written for students who bring leadership, machine_learning, python and can deepen data_literacy while staying current on fast-moving developments.",climate|fintech|robotics,leadership|machine_learning|python,data_literacy,policy_watch,explainer,ru,US,2026-03-19T12:00:34.597808,2026-03-19T23:52:51.895630,2026-03-19T23:52:51.895630,Startup Signal,industry_media,Climate Desk,2,0.8194,0.4669,0.7602,0.88,0.4514,0.8541,0.1213,0.3021,0.919,0.8563,hidden,"[-0.1178,-0.0016,0.2004,0.2405,-0.3494,-0.144,-0.8302,-0.0482,0.0969,-0.0027,-0.1929,0.084]"
news_0071,news,Startups market pulse and hiring signal,"TechWire covers startups for students who want personally relevant, current news.","Startups market pulse and hiring signal focuses on startups and explains why the update matters now. It is written for students who bring leadership, public_speaking and can deepen prompt_engineering, react while staying current on fast-moving developments.",startups,leadership|public_speaking,prompt_engineering|react,market_map,live_blog,es,APAC,2026-03-21T23:52:45.926297,2026-03-22T03:47:48.444202,2026-03-22T03:47:48.444202,TechWire,newsroom,Startups Desk,5,0.7703,0.7939,0.8815,0.93,0.8915,0.5719,0.7589,0.2618,0.558,0.8424,active,"[0.3329,0.337,-0.3327,0.2907,-0.1117,-0.4308,-0.4113,0.081,0.3841,0.08,0.2095,-0.0937]"
news_0072,news,Climate alert reshapes student roadmap,"Builder Weekly covers climate, data for students who want personally relevant, current news.","Climate alert reshapes student roadmap focuses on climate, data and explains why the update matters now. It is written for students who bring data_literacy, public_speaking, python and can deepen react, sql while staying current on fast-moving developments.",climate|data,data_literacy|public_speaking|python,react|sql,breaking,live_blog,en,APAC,2026-03-21T21:59:57.137867,2026-03-22T04:22:14.203904,2026-03-22T04:22:14.203904,Builder Weekly,company_blog,Climate Desk,8,0.7608,0.7398,0.5765,0.82,0.6988,0.501,0.6949,1.0,0.945,0.7747,active,"[-0.1207,0.2105,0.3265,0.4428,-0.5089,0.1203,-0.0394,-0.0949,0.0173,-0.1247,0.0822,0.5759]"
news_0073,news,Climate demand snapshot for students and builders,"Builder Weekly covers climate, policy, robotics for students who want personally relevant, current news.","Climate demand snapshot for students and builders focuses on climate, policy, robotics and explains why the update matters now. It is written for students who bring analytics, critical_thinking, data_literacy and can deepen leadership, sql while staying current on fast-moving developments.",climate|policy|robotics,analytics|critical_thinking|data_literacy,leadership|sql,market_map,analysis,en,EU,2026-03-21T07:24:23.224566,2026-03-21T15:23:49.659745,2026-03-21T15:23:49.659745,Builder Weekly,company_blog,Climate Desk,8,0.8163,0.5434,0.7438,0.82,0.6637,0.5722,0.4667,0.2033,0.8547,0.8527,active,"[0.3452,-0.0776,0.2127,0.4775,-0.2177,0.1181,-0.3855,-0.2662,0.2824,0.4252,-0.0812,0.2317]"
news_0074,news,Climate update every student should see today,"Startup Signal covers climate, startups, web for students who want personally relevant, current news.","Climate update every student should see today focuses on climate, startups, web and explains why the update matters now. It is written for students who bring critical_thinking, react and can deepen public_speaking while staying current on fast-moving developments.",climate|startups|web,critical_thinking|react,public_speaking,breaking,briefing,en,Global,2026-03-20T21:44:04.135801,2026-03-21T03:09:29.737954,2026-03-21T03:09:29.737954,Startup Signal,industry_media,Climate Desk,12,0.8158,0.4839,0.641,0.88,0.6049,0.6628,0.3169,0.8669,0.637,0.7797,active,"[0.3171,-0.0598,0.1942,0.3228,-0.2339,0.0044,0.0479,-0.1817,0.5175,-0.4919,0.3138,-0.2359]"
news_0075,news,What the latest Product launch unlocks,"Security Brief covers product, web for students who want personally relevant, current news.","What the latest Product launch unlocks focuses on product, web and explains why the update matters now. It is written for students who bring design_thinking, leadership, react and can deepen git, prompt_engineering while staying current on fast-moving developments.",product|web,design_thinking|leadership|react,git|prompt_engineering,product_launch,briefing,es,LATAM,2026-03-22T04:23:35.686309,2026-03-22T12:00:00,2026-03-22T12:00:00,Security Brief,specialist_media,Product Desk,5,0.7386,0.9017,0.7145,0.94,0.6192,0.8772,0.9971,0.3094,0.9053,0.8624,active,"[0.7188,0.1271,-0.0415,-0.1324,0.4202,-0.4517,-0.2342,0.0043,0.0134,-0.0766,0.0786,0.0124]"
news_0076,news,Cybersecurity alert reshapes student roadmap,"Policy Radar covers cybersecurity for students who want personally relevant, current news.","Cybersecurity alert reshapes student roadmap focuses on cybersecurity and explains why the update matters now. It is written for students who bring critical_thinking, python, sql and can deepen javascript while staying current on fast-moving developments.",cybersecurity,critical_thinking|python|sql,javascript,breaking,briefing,ru,APAC,2026-03-19T04:38:06.607531,2026-03-19T07:32:17.516018,2026-03-19T07:32:17.516018,Policy Radar,government_watch,Cybersecurity Desk,13,0.835,0.3222,0.7904,0.95,0.5825,0.6733,0.0722,0.6222,0.5771,0.8745,hidden,"[0.2317,0.1506,0.1057,0.3148,-0.5589,0.0657,0.1902,-0.1936,-0.2346,0.3528,0.4831,-0.1008]"
news_0077,news,Cybersecurity alert reshapes student roadmap,"Security Brief covers cybersecurity, data, fintech for students who want personally relevant, current news.","Cybersecurity alert reshapes student roadmap focuses on cybersecurity, data, fintech and explains why the update matters now. It is written for students who bring analytics, sql and can deepen public_speaking while staying current on fast-moving developments.",cybersecurity|data|fintech,analytics|sql,public_speaking,breaking,analysis,ru,MENA,2026-03-22T02:57:40.621427,2026-03-22T06:38:44.686717,2026-03-22T06:38:44.686717,Security Brief,specialist_media,Cybersecurity Desk,13,0.9013,0.9028,0.8088,0.94,0.675,0.6332,0.7866,1.0,0.9336,0.8398,active,"[0.023,0.322,-0.2436,-0.1675,-0.1946,-0.4129,-0.0414,0.4464,0.3614,0.1462,0.3585,0.3444]"
news_0078,news,What changed in Robotics in the last 24 hours,"Startup Signal covers robotics for students who want personally relevant, current news.","What changed in Robotics in the last 24 hours focuses on robotics and explains why the update matters now. It is written for students who bring javascript, machine_learning, python and can deepen leadership while staying current on fast-moving developments.",robotics,javascript|machine_learning|python,leadership,breaking,newsletter,en,Global,2026-03-21T02:48:46.163152,2026-03-21T14:34:40.787906,2026-03-21T14:34:40.787906,Startup Signal,industry_media,Robotics Desk,2,0.6972,0.7177,0.7054,0.88,0.4652,0.5784,0.4451,0.9951,0.8854,0.8603,active,"[-0.1582,0.0737,0.0311,0.3412,-0.6708,-0.3559,-0.4274,0.0153,0.0367,0.24,-0.1831,-0.0166]"
news_0079,news,Fresh Policy regulation update explained,"Campus Pulse covers policy, robotics, web for students who want personally relevant, current news.","Fresh Policy regulation update explained focuses on policy, robotics, web and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy and can deepen javascript while staying current on fast-moving developments.",policy|robotics|web,critical_thinking|data_literacy,javascript,policy_watch,explainer,en,APAC,2026-03-22T05:36:17.582294,2026-03-22T09:56:59.803544,2026-03-22T09:56:59.803544,Campus Pulse,student_media,Policy Desk,14,0.7706,0.8007,0.797,0.76,0.7049,0.7714,0.8757,0.6416,0.6891,0.7798,active,"[0.332,-0.5318,0.1117,0.0979,-0.3125,-0.3169,0.1804,-0.0677,0.3647,0.4114,0.0807,-0.202]"
news_0080,news,New Fintech paper distilled for students,"Startup Signal covers fintech, policy, web for students who want personally relevant, current news.","New Fintech paper distilled for students focuses on fintech, policy, web and explains why the update matters now. It is written for students who bring analytics, javascript, sql and can deepen design_thinking while staying current on fast-moving developments.",fintech|policy|web,analytics|javascript|sql,design_thinking,research_digest,briefing,es,APAC,2026-03-21T00:30:14.670817,2026-03-21T06:20:07.395764,2026-03-21T06:20:07.395764,Startup Signal,industry_media,Fintech Desk,4,0.8409,0.618,0.5443,0.88,0.5243,0.6133,0.3382,0.1776,0.5785,0.8707,active,"[0.1368,-0.034,-0.2945,-0.2508,0.0358,-0.5672,0.0807,0.0392,0.5915,0.3231,-0.1636,-0.1358]"
news_0081,news,Where Design momentum is moving this week,"Startup Signal covers design, robotics for students who want personally relevant, current news.","Where Design momentum is moving this week focuses on design, robotics and explains why the update matters now. It is written for students who bring design_thinking and can deepen public_speaking while staying current on fast-moving developments.",design|robotics,design_thinking,public_speaking,market_map,briefing,en,LATAM,2026-03-21T09:39:23.421470,2026-03-21T19:35:41.283867,2026-03-21T19:35:41.283867,Startup Signal,industry_media,Design Desk,10,0.8979,0.7047,0.6489,0.88,0.4917,0.5888,0.5402,0.218,0.9422,0.8311,active,"[0.1617,0.1824,0.5158,-0.3306,-0.0031,-0.4076,-0.0752,0.426,0.2973,0.346,0.0221,0.0572]"
news_0082,news,What the latest Cybersecurity study means right now,"Builder Weekly covers cybersecurity, robotics for students who want personally relevant, current news.","What the latest Cybersecurity study means right now focuses on cybersecurity, robotics and explains why the update matters now. It is written for students who bring javascript, python, sql and can deepen analytics, critical_thinking while staying current on fast-moving developments.",cybersecurity|robotics,javascript|python|sql,analytics|critical_thinking,research_digest,briefing,en,EU,2026-03-21T04:58:06.157208,2026-03-21T12:05:13.093868,2026-03-21T12:05:13.093868,Builder Weekly,company_blog,Cybersecurity Desk,14,0.7763,0.6564,0.506,0.82,0.6072,0.5132,0.4435,0.1987,0.7042,0.821,active,"[0.1031,0.1458,0.0759,0.3108,-0.6007,-0.1334,-0.1651,-0.1209,-0.0582,0.6462,0.1003,-0.1194]"
news_0083,news,Data opportunity roundup for active students,"Campus Pulse covers data, fintech, robotics for students who want personally relevant, current news.","Data opportunity roundup for active students focuses on data, fintech, robotics and explains why the update matters now. It is written for students who bring leadership and can deepen git while staying current on fast-moving developments.",data|fintech|robotics,leadership,git,student_opportunity,analysis,es,Global,2026-03-21T14:56:49.559896,2026-03-21T19:07:47.865475,2026-03-21T19:07:47.865475,Campus Pulse,student_media,Data Desk,5,0.6718,0.745,0.5912,0.76,0.4839,0.8206,0.5124,0.2125,0.7298,0.8037,active,"[0.4161,0.2058,-0.0909,-0.0499,-0.0409,-0.3057,-0.5513,0.3664,0.0059,-0.1364,-0.3118,-0.353]"
news_0084,news,Ai market pulse and hiring signal,"Campus Pulse covers ai, cybersecurity for students who want personally relevant, current news.","Ai market pulse and hiring signal focuses on ai, cybersecurity and explains why the update matters now. It is written for students who bring machine_learning, python, sql and can deepen design_thinking while staying current on fast-moving developments.",ai|cybersecurity,machine_learning|python|sql,design_thinking,market_map,newsletter,en,LATAM,2026-03-22T03:31:24.494641,2026-03-22T08:59:32.913250,2026-03-22T08:59:32.913250,Campus Pulse,student_media,Ai Desk,9,0.812,0.7102,0.8421,0.76,0.9178,0.5889,0.8173,0.2735,0.5512,0.6915,hidden,"[-0.1707,0.2005,0.0543,0.4515,-0.1308,-0.1808,-0.2794,-0.0944,-0.0352,0.6287,-0.0802,0.4291]"
news_0085,news,Fresh Climate regulation update explained,"Global Science Desk covers climate, data for students who want personally relevant, current news.","Fresh Climate regulation update explained focuses on climate, data and explains why the update matters now. It is written for students who bring critical_thinking, public_speaking, python and can deepen analytics, react while staying current on fast-moving developments.",climate|data,critical_thinking|public_speaking|python,analytics|react,policy_watch,newsletter,en,Global,2026-03-20T18:56:37.982307,2026-03-21T00:09:42.108060,2026-03-21T00:09:42.108060,Global Science Desk,science_media,Climate Desk,4,0.7281,0.6146,0.7391,0.96,0.5446,0.8659,0.272,0.3699,0.6499,0.886,active,"[0.2692,0.0697,0.0229,0.5229,-0.4423,0.1699,0.0422,-0.0889,0.3385,0.0993,0.5019,0.1954]"
news_0086,news,Fresh Design regulation update explained,"Startup Signal covers design, robotics, web for students who want personally relevant, current news.","Fresh Design regulation update explained focuses on design, robotics, web and explains why the update matters now. It is written for students who bring public_speaking, react and can deepen git while staying current on fast-moving developments.",design|robotics|web,public_speaking|react,git,policy_watch,explainer,en,APAC,2026-03-22T02:02:40.608163,2026-03-22T09:39:21.099136,2026-03-22T09:39:21.099136,Startup Signal,industry_media,Design Desk,12,0.7961,0.8268,0.5952,0.88,0.5928,0.7018,0.9026,0.6537,1.0,0.8649,active,"[0.4425,0.0622,0.5398,-0.2002,-0.0765,-0.4729,-0.2373,0.1564,0.1261,0.1184,0.2855,-0.2174]"
news_0087,news,Fintech update every student should see today,"Policy Radar covers fintech, robotics for students who want personally relevant, current news.","Fintech update every student should see today focuses on fintech, robotics and explains why the update matters now. It is written for students who bring javascript, python, sql and can deepen design_thinking while staying current on fast-moving developments.",fintech|robotics,javascript|python|sql,design_thinking,breaking,analysis,en,Global,2026-03-21T13:08:37.306606,2026-03-21T23:06:40.302907,2026-03-21T23:06:40.302907,Policy Radar,government_watch,Fintech Desk,4,0.7937,0.5632,0.5806,0.95,0.5014,0.5168,0.575,1.0,0.823,0.8373,active,"[-0.2243,0.1949,0.141,-0.3316,-0.2924,-0.4481,-0.23,0.4656,0.0654,0.4704,0.0118,0.0154]"
news_0088,news,Where Policy momentum is moving this week,"Security Brief covers policy, product for students who want personally relevant, current news.","Where Policy momentum is moving this week focuses on policy, product and explains why the update matters now. It is written for students who bring data_literacy, design_thinking, leadership and can deepen javascript while staying current on fast-moving developments.",policy|product,data_literacy|design_thinking|leadership,javascript,market_map,newsletter,ru,LATAM,2026-03-21T19:52:17.588101,2026-03-22T05:48:39.064500,2026-03-22T05:48:39.064500,Security Brief,specialist_media,Policy Desk,2,0.8409,0.8366,0.5454,0.94,0.711,0.5451,0.7284,0.2557,0.6505,0.9302,active,"[0.6199,0.1338,-0.0914,-0.1061,0.1592,-0.5,-0.154,0.1687,0.1372,0.3284,-0.2086,0.2838]"
news_0089,news,What the latest Policy study means right now,"Startup Signal covers policy for students who want personally relevant, current news.","What the latest Policy study means right now focuses on policy and explains why the update matters now. It is written for students who bring critical_thinking, public_speaking and can deepen react while staying current on fast-moving developments.",policy,critical_thinking|public_speaking,react,research_digest,analysis,en,LATAM,2026-03-20T16:10:31.967910,2026-03-20T21:32:56.026839,2026-03-20T21:32:56.026839,Startup Signal,industry_media,Policy Desk,7,0.7946,0.6434,0.5515,0.88,0.6659,0.5139,0.2576,0.1615,0.5146,0.7976,active,"[0.3184,-0.1452,0.0224,0.2516,-0.3982,0.0047,0.4817,-0.022,0.3599,0.1624,0.0985,-0.507]"
news_0090,news,How the new Ai rule changes the field,"Global Science Desk covers ai, policy, research for students who want personally relevant, current news.","How the new Ai rule changes the field focuses on ai, policy, research and explains why the update matters now. It is written for students who bring machine_learning, public_speaking, python and can deepen figma while staying current on fast-moving developments.",ai|policy|research,machine_learning|public_speaking|python,figma,policy_watch,briefing,en,LATAM,2026-03-21T11:49:02.050418,2026-03-21T17:03:57.094522,2026-03-21T17:03:57.094522,Global Science Desk,science_media,Ai Desk,4,0.7443,0.8879,0.8101,0.96,0.6816,0.8274,0.5122,0.478,0.9267,0.9292,active,"[0.055,0.1587,-0.1719,0.2307,-0.6056,-0.2505,0.3431,0.0408,-0.1871,0.3864,0.281,0.2772]"
news_0091,news,New Product paper distilled for students,"Startup Signal covers product for students who want personally relevant, current news.",New Product paper distilled for students focuses on product and explains why the update matters now. It is written for students who bring design_thinking and can deepen javascript while staying current on fast-moving developments.,product,design_thinking,javascript,research_digest,live_blog,ru,APAC,2026-03-22T01:03:58.622756,2026-03-22T11:32:50.519611,2026-03-22T11:32:50.519611,Startup Signal,industry_media,Product Desk,5,0.8946,0.7674,0.746,0.88,0.5857,0.6488,0.8771,0.2854,0.9144,0.8631,active,"[0.3508,0.0005,0.232,-0.4601,-0.1662,-0.4547,-0.1115,0.4378,0.1964,0.3091,-0.1968,0.0032]"
news_0092,news,Policy research digest with practical takeaways,"TechWire covers policy for students who want personally relevant, current news.","Policy research digest with practical takeaways focuses on policy and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy and can deepen javascript, python while staying current on fast-moving developments.",policy,critical_thinking|data_literacy,javascript|python,research_digest,briefing,ru,MENA,2026-03-20T10:06:37.956918,2026-03-20T20:40:50.466971,2026-03-20T20:40:50.466971,TechWire,newsroom,Policy Desk,14,0.7937,0.5338,0.7886,0.93,0.6586,0.4763,0.2413,0.1583,0.9377,0.9258,active,"[0.1188,-0.2038,-0.0211,0.468,-0.5417,-0.0196,0.078,-0.4161,0.1618,0.4232,-0.0826,-0.1994]"
news_0093,news,Design product release with immediate implications,"Campus Pulse covers design, research for students who want personally relevant, current news.","Design product release with immediate implications focuses on design, research and explains why the update matters now. It is written for students who bring critical_thinking, python and can deepen public_speaking while staying current on fast-moving developments.",design|research,critical_thinking|python,public_speaking,product_launch,newsletter,ru,MENA,2026-03-20T10:40:27.626848,2026-03-20T18:41:17.037910,2026-03-20T18:41:17.037910,Campus Pulse,student_media,Design Desk,6,0.8364,0.6029,0.7634,0.76,0.4106,0.9491,0.2494,0.1599,0.7304,0.738,active,"[0.2243,0.1618,0.3759,0.1334,-0.4768,0.0291,0.3212,-0.3497,-0.2737,-0.0267,0.4843,0.024]"
news_0094,news,How the new Cybersecurity rule changes the field,"Global Science Desk covers cybersecurity, fintech, robotics for students who want personally relevant, current news.","How the new Cybersecurity rule changes the field focuses on cybersecurity, fintech, robotics and explains why the update matters now. It is written for students who bring critical_thinking and can deepen machine_learning, prompt_engineering while staying current on fast-moving developments.",cybersecurity|fintech|robotics,critical_thinking,machine_learning|prompt_engineering,policy_watch,newsletter,en,LATAM,2026-03-21T06:53:47.695449,2026-03-21T10:37:23.796872,2026-03-21T10:37:23.796872,Global Science Desk,science_media,Cybersecurity Desk,12,0.9162,0.6303,0.7692,0.96,0.5547,0.787,0.4287,0.4404,0.5099,0.8912,active,"[0.2171,-0.2767,-0.0206,0.0132,-0.4879,-0.2915,-0.3206,0.2249,0.3438,0.4799,0.1515,-0.1668]"
news_0095,news,What changed in Fintech in the last 24 hours,"Startup Signal covers fintech, research, science for students who want personally relevant, current news.","What changed in Fintech in the last 24 hours focuses on fintech, research, science and explains why the update matters now. It is written for students who bring critical_thinking and can deepen figma while staying current on fast-moving developments.",fintech|research|science,critical_thinking,figma,breaking,briefing,en,APAC,2026-03-20T04:29:47.909013,2026-03-20T13:44:17.795002,2026-03-20T13:44:17.795002,Startup Signal,industry_media,Fintech Desk,8,0.7534,0.3961,0.5448,0.88,0.3965,0.7178,0.1991,0.7491,0.5659,0.8054,active,"[0.3408,-0.2646,0.4473,-0.0991,-0.4379,-0.1359,0.1604,0.0438,-0.4088,-0.308,0.0551,-0.3178]"
news_0096,news,What the latest Startups study means right now,"TechWire covers startups for students who want personally relevant, current news.","What the latest Startups study means right now focuses on startups and explains why the update matters now. It is written for students who bring leadership, public_speaking and can deepen critical_thinking, javascript while staying current on fast-moving developments.",startups,leadership|public_speaking,critical_thinking|javascript,research_digest,analysis,ru,Global,2026-03-21T19:21:58.776053,2026-03-22T01:09:01.106110,2026-03-22T01:09:01.106110,TechWire,newsroom,Startups Desk,13,0.8907,0.5695,0.629,0.93,0.8472,0.5155,0.6604,0.2421,0.6782,0.9197,active,"[0.2111,0.2172,-0.3378,0.2595,-0.4802,-0.3804,-0.0255,0.0414,0.2828,0.0588,0.2619,-0.4439]"
news_0097,news,What changed in Climate in the last 24 hours,"Policy Radar covers climate for students who want personally relevant, current news.","What changed in Climate in the last 24 hours focuses on climate and explains why the update matters now. It is written for students who bring critical_thinking, public_speaking and can deepen figma, leadership while staying current on fast-moving developments.",climate,critical_thinking|public_speaking,figma|leadership,breaking,newsletter,ru,LATAM,2026-03-22T03:03:43.512720,2026-03-22T06:09:51.247384,2026-03-22T06:09:51.247384,Policy Radar,government_watch,Climate Desk,3,0.8106,0.8919,0.6823,0.95,0.8986,0.462,0.7746,1.0,0.9313,0.9379,active,"[0.4609,0.1773,0.2089,0.2028,-0.2819,0.3317,0.2615,0.2211,-0.0234,-0.402,0.3802,-0.2409]"
news_0098,news,Fresh Data news with direct student upside,"Builder Weekly covers data, design, science for students who want personally relevant, current news.","Fresh Data news with direct student upside focuses on data, design, science and explains why the update matters now. It is written for students who bring python and can deepen analytics, figma while staying current on fast-moving developments.",data|design|science,python,analytics|figma,student_opportunity,briefing,es,EU,2026-03-22T06:56:44.666741,2026-03-22T12:00:00,2026-03-22T12:00:00,Builder Weekly,company_blog,Data Desk,11,0.7822,0.7696,0.7916,0.82,0.6178,0.8268,0.992,0.3084,0.55,0.7621,active,"[0.0735,0.2525,-0.0915,0.6486,-0.3511,0.0091,-0.1535,-0.236,-0.4699,0.0547,-0.0365,0.272]"
