id,kind,title,subtitle,image_url,link_url,topics,skills,sort_order
article_AR00035,article,QA-проверка интерфейсов поверх продакшна: новый слой между дизайном и кодом,"Материал о frontend-инструментах, которые помогают ревьюить токены, отступы и accessibility прямо в боевом интерфейсе. · 8 мин",/img/news-photo.jpg,/#/library,,,146
article_AR00036,article,IoT security graph: как визуализация связей меняет модель защиты устройств,"Материал о графовом подходе к анализу доверия между устройствами, прошивками и сетевым поведением. · 15 мин",/img/news-photo.jpg,/#/library,,,147
article_AR00037,article,Интеграционный слой между legacy и SaaS: как не утонуть в синхронизации,"Практический текст о компромиссах между очередями, трансформацией схем и реальным поведением старых систем. · 6 мин",/img/news-photo.jpg,/#/library,,,148
article_AR00038,article,"Anti-tourist travel apps: мобильные продукты для тех, кто устал от топ-10 мест","Материал о мобильных сервисах, которые помогают находить тихие маршруты и менее очевидные локальные сценарии. · 18 мин",/img/news-photo.jpg,/#/library,,,149
article_AR00039,article,"Honeytokens для приватных data room: защита через наблюдение, а не только запрет","Статья о том, как deception engineering помогает быстрее замечать подозрительное поведение в чувствительных хранилищах. · 15 мин",/img/news-photo.jpg,/#/library,,,150
article_AR00040,article,FinOps до релиза: как внедрить cost gates и не сломать delivery,"Практический текст о том, как оценивать стоимость изменений до выкатки и не превращать это в бюрократию. · 12 мин",/img/news-photo.jpg,/#/library,,,151
article_AR00041,article,Состав команды в киберспорте как data science-задача,"Материал о совместимости ролей, стилях игры и аналитике, которая помогает собирать более устойчивые составы. · 10 мин",/img/news-photo.jpg,/#/library,,,152
article_AR00042,article,Данные для энергосетей: почему хороший прогноз важнее красивого дашборда,"Материал о практической пользе предиктивной аналитики в локальных сетях, зданиях и микрогридах. · 15 мин",/img/news-photo.jpg,/#/library,,,153
article_AR00043,article,Vertical AI agents: почему узкие агенты выигрывают у универсальных,"Статья о том, почему специализированные AI-агенты в логистике, закупках и compliance часто полезнее горизонтальных ассистентов. · 18 мин",/img/news-photo.jpg,/#/library,,,154
article_AR00044,article,"Почему дизайн-система ломается не в Figma, а в команде","Материал о governance, ролях и договоренностях, без которых даже хорошая дизайн-система быстро расходится по продуктам. · 18 мин",/img/news-photo.jpg,/#/library,,,155
article_AR00045,article,Ротация секретов без ночных аварий и ручных rituals,"Материал о том, как строить безопасную и повторяемую замену ключей, не ломая интеграции в неожиданный момент. · 12 мин",/img/news-photo.jpg,/#/library,,,156
article_AR00046,article,Почему продуктовым командам нужен интерфейс для чтения A/B-экспериментов,"Статья про то, как визуальный слой влияет на качество обсуждения экспериментов и скорость принятия решений. · 15 мин",/img/news-photo.jpg,/#/library,,,157
article_AR00047,article,IDP как продукт: почему разработчики не обязаны любить вашу платформу,"Статья о внутренней платформе как продукте для инженеров, а не как наборе правил и формальных процессов. · 12 мин",/img/news-photo.jpg,/#/library,,,158
article_AR00048,article,"Disaster recovery как регулярная инженерная практика, а не PDF-файл","Разбор того, как превращать DR из документа для галочки в серию управляемых репетиций и проверок. · 15 мин",/img/news-photo.jpg,/#/library,,,159
article_AR00049,article,Фуд-рескью возле дома: мобильные сценарии для спасения еды,"Статья о том, как геолокация, тайминг и микронаграды делают продукты по спасению еды удобными и массовыми. · 18 мин",/img/news-photo.jpg,/#/library,,,160
article_AR00050,article,UGC-инструменты для музеев: когда GameDev становится культурной инфраструктурой,"Материал о платформах, где сами кураторы и институции собирают игровые маршруты и интерактивные истории. · 12 мин",/img/news-photo.jpg,/#/library,,,161
article_AR00051,article,Calm interfaces для перегруженных операционных ролей,"Фреймворк проектирования интерфейсов для курьеров, диспетчеров и field teams, которым некогда читать длинные тексты и искать нужное действие. · 8 мин",/img/news-photo.jpg,/#/library,,,162
article_AR00052,article,"Dark mode, alert mode, crisis mode: зачем продукту несколько состояний интерфейса","Статья объясняет, почему интерфейсы для инцидентов и ночных смен нельзя сводить к простой теме оформления. · 8 мин",/img/news-photo.jpg,/#/library,,,163
article_AR00053,article,AiTM-фишинг после MFA: почему старые антифишинговые меры уже не хватает,"Статья о новом поколении атак через прокси, краже токенов сессий и изменении defensive-мышления. · 6 мин",/img/news-photo.jpg,/#/library,,,164
article_AR00054,article,AI-наставник в образовании: персонализация без иллюзии идеального учителя,"Размышление о том, где AI реально усиливает обучение, а где просто маскирует слабую методологию красивыми рекомендациями. · 6 мин",/img/news-photo.jpg,/#/library,,,165
hack_de5380b0-dc3b-41b3-ae99-c9f2c4da00d3,hackathon,Дататон «Криптонит.Тембр»,11 апреля 2026,/img/poster-hackathon.jpg,https://networkly.app/event/dataton-kriptonit-tembr-11-04-2026_6059,,,166
hack_09b6701e-ece0-44db-80c6-ae1be88eaf91,hackathon,Tender Hack,3 апреля 2026 · Москва,/img/poster-hackathon.jpg,https://hacklist.ru/itevents/tender-hack/,,,167
hack_af343a25-a1bf-4932-abe9-55df3e19ccdd,hackathon,Экспедиция. Data Science,31 марта 2026 · Онлайн,/img/poster-hackathon.jpg,https://hacklist.ru/hackathons/ekspedicziya-data-science/,,,168
hack_f1ef6d01-5238-4455-9e33-4301e647311f,hackathon,МТС True Tech Hack 2026,9 апреля 2026 · Офлайн,/img/poster-hackathon.jpg,https://hacklist.ru/itevents/mts-true-tech-hack-2026/,,,169
